number,incident_state,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,contact_type,location,category,subcategory,u_symptom,impact,urgency,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,caused_by,closed_code,resolved_by,opened_at,sys_updated_at,closed_at,final_resolved_at,resolution_time_hours,aging_days,priority,sla_breach_flag,created_month,is_active
INC0010970,Active,0,0,0,true,Caller 1214,Opened by  17,Phone,Location 93,Category 20,Subcategory 103,Symptom 387,2 - Medium,2 - Medium,Group 70,Resolver 13,false,false,Do Not Notify,?,?,?,code 6,Resolved by 11,24-03-2016 10:41,24-03-2016 10:47,30-03-2016 09:59,25-03-2016 09:23,22.7,0,3,0,2016-03,1
INC0010971,New,0,0,0,true,Caller 2020,Opened by  390,Phone,Location 204,Category 53,Subcategory 303,Symptom 491,2 - Medium,2 - Medium,Group 70,?,false,false,Do Not Notify,?,?,?,code 9,Resolved by 133,24-03-2016 10:42,24-03-2016 10:42,05-04-2016 12:59,31-03-2016 12:00,169.3,7,3,1,2016-03,1
INC0010972,New,0,0,0,true,Caller 5076,Opened by  501,Phone,Location 107,Category 32,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,?,Resolver 17,false,false,Do Not Notify,?,?,?,code 6,Resolved by 15,24-03-2016 10:42,24-03-2016 10:46,09-04-2016 16:59,04-04-2016 16:27,269.75,11,3,1,2016-03,1
INC0010974,New,0,0,0,true,Caller 3582,Opened by  17,Phone,Location 204,Category 37,Subcategory 135,Symptom 87,2 - Medium,2 - Medium,Group 70,Resolver 83,false,false,Do Not Notify,?,?,?,code 6,Resolved by 76,24-03-2016 10:44,24-03-2016 10:51,29-03-2016 13:59,24-03-2016 13:45,3.016666667,0,3,0,2016-03,1
INC0010976,New,0,0,0,true,Caller 1093,Opened by  17,Phone,Location 179,Category 26,Subcategory 175,?,2 - Medium,2 - Medium,Group 70,Resolver 115,false,false,Do Not Notify,?,?,?,code 9,Resolved by 103,24-03-2016 10:48,24-03-2016 11:05,03-04-2016 15:59,29-03-2016 15:12,124.4,5,3,1,2016-03,1
INC0010978,New,0,0,0,true,Caller 5173,Opened by  17,Phone,Location 93,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,?,Resolver 215,false,false,Do Not Notify,?,?,?,code 6,Resolved by 196,24-03-2016 10:51,24-03-2016 10:55,06-04-2016 09:59,01-04-2016 09:36,190.75,7,3,1,2016-03,1
INC0010979,New,0,0,0,true,Caller 2572,Opened by  390,Phone,Location 143,Category 46,Subcategory 248,Symptom 267,2 - Medium,2 - Medium,Group 57,Resolver 22,false,false,Do Not Notify,?,?,?,code 6,Resolved by 20,24-03-2016 10:52,24-03-2016 10:58,02-04-2016 09:59,28-03-2016 09:58,95.1,3,3,1,2016-03,1
INC0010981,New,0,0,0,true,Caller 4812,Opened by  131,Phone,Location 161,Category 37,Subcategory 135,Symptom 491,2 - Medium,2 - Medium,Group 9,Resolver 93,false,false,Do Not Notify,?,?,?,code 6,Resolved by 84,24-03-2016 10:54,24-03-2016 10:57,12-04-2016 14:59,07-04-2016 14:06,339.2,14,3,1,2016-03,1
INC0010982,Active,0,0,0,true,Caller 1472,Opened by  17,Phone,Location 143,Category 26,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 70,Resolver 115,false,false,Do Not Notify,?,?,?,code 9,Resolved by 103,24-03-2016 10:55,24-03-2016 11:01,31-03-2016 03:59,26-03-2016 03:21,40.43333333,1,3,1,2016-03,1
INC0010984,Active,0,0,0,true,Caller 1971,Opened by  501,Phone,Location 15,Category 26,Subcategory 275,Symptom 491,2 - Medium,2 - Medium,Group 70,Resolver 233,false,false,Do Not Notify,?,?,?,code 6,Resolved by 183,24-03-2016 10:55,24-03-2016 10:58,05-04-2016 13:59,31-03-2016 13:42,170.7833333,7,3,1,2016-03,1
INC0010985,Resolved,0,0,0,true,Caller 3864,Opened by  17,Phone,Location 93,Category 32,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 70,Resolver 13,false,false,Do Not Notify,?,?,?,code 7,Resolved by 11,24-03-2016 10:55,24-03-2016 10:55,29-03-2016 11:59,29-03-2016 11:59,121.0666667,5,3,1,2016-03,1
INC0010987,New,0,0,0,true,Caller 2967,Opened by  8,Phone,Location 161,Category 32,Subcategory 300,Symptom 491,2 - Medium,2 - Medium,Group 70,Resolver 194,false,false,Do Not Notify,?,?,?,code 6,Resolved by 177,24-03-2016 10:56,24-03-2016 11:02,29-03-2016 12:59,24-03-2016 12:03,1.116666667,0,3,0,2016-03,1
INC0010990,New,0,0,0,true,Caller 2658,Opened by  8,Phone,Location 161,Category 32,Subcategory 300,Symptom 491,2 - Medium,2 - Medium,Group 70,Resolver 194,false,false,Do Not Notify,?,?,?,code 6,Resolved by 177,24-03-2016 11:02,24-03-2016 11:05,29-03-2016 14:59,24-03-2016 14:37,3.583333333,0,3,0,2016-03,1
INC0010991,New,0,0,0,true,Caller 360,Opened by  131,Phone,Location 96,Category 53,Subcategory 114,Symptom 595,2 - Medium,2 - Medium,Group 66,Resolver 13,false,false,Do Not Notify,?,?,?,code 9,Resolved by 11,24-03-2016 11:02,24-03-2016 11:08,30-03-2016 10:59,25-03-2016 10:19,23.28333333,0,3,0,2016-03,1
INC0010992,New,0,0,0,true,Caller 3920,Opened by  17,Phone,Location 245,Category 46,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 55,Resolver 234,false,false,Do Not Notify,?,?,?,code 6,Resolved by 213,24-03-2016 11:04,24-03-2016 11:11,12-04-2016 17:59,07-04-2016 17:39,342.5833333,14,3,1,2016-03,1
INC0010994,New,0,0,0,true,Caller 2193,Opened by  8,Phone,Location 196,Category 28,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 70,?,false,false,Do Not Notify,?,?,?,code 6,Resolved by 5,24-03-2016 11:05,24-03-2016 11:05,29-03-2016 11:59,24-03-2016 11:15,0.166666667,0,3,0,2016-03,1
INC0010995,New,0,0,0,true,Caller 5385,Opened by  390,Phone,Location 108,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 27,Resolver 170,false,false,Do Not Notify,?,?,?,code 6,Resolved by 153,24-03-2016 11:06,24-03-2016 11:09,29-03-2016 14:59,24-03-2016 14:09,3.05,0,3,0,2016-03,1
INC0010997,New,0,0,0,true,Caller 1232,Opened by  390,Phone,Location 204,Category 26,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 70,Resolver 57,false,false,Do Not Notify,?,?,?,code 6,Resolved by 53,24-03-2016 11:13,24-03-2016 11:16,11-04-2016 15:59,06-04-2016 15:29,316.2666667,13,3,1,2016-03,1
INC0010999,New,0,0,0,true,Caller 2342,Opened by  501,Phone,Location 93,Category 32,Subcategory 9,?,2 - Medium,2 - Medium,Group 70,Resolver 233,false,false,Do Not Notify,?,?,?,code 6,Resolved by 212,24-03-2016 11:14,24-03-2016 11:17,30-03-2016 11:59,24-03-2016 12:12,0.966666667,0,3,0,2016-03,1
INC0011000,New,0,0,0,true,Caller 2719,Opened by  8,Phone,Location 55,Category 32,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 70,?,false,false,Do Not Notify,?,?,?,code 6,Resolved by 5,24-03-2016 11:16,24-03-2016 11:16,29-03-2016 11:59,24-03-2016 11:32,0.266666667,0,3,0,2016-03,1
INC0011001,Awaiting User Info,0,0,0,true,Caller 2300,Opened by  131,Phone,Location 51,Category 42,Subcategory 223,Symptom 532,2 - Medium,2 - Medium,Group 70,Resolver 194,false,false,Do Not Notify,?,?,?,code 6,Resolved by 177,24-03-2016 11:18,24-03-2016 11:21,02-04-2016 15:59,28-03-2016 15:25,100.1166667,4,3,1,2016-03,1
INC0011002,Resolved,0,0,0,true,Caller 1551,Opened by  17,Phone,Location 161,Category 9,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 70,Resolver 13,false,false,Do Not Notify,?,?,?,code 7,Resolved by 11,24-03-2016 11:19,24-03-2016 11:19,29-03-2016 11:59,29-03-2016 11:59,120.6666667,5,3,1,2016-03,1
INC0011003,Active,0,0,0,true,Caller 4188,Opened by  17,Phone,Location 93,Category 44,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 5,Resolver 247,false,false,Do Not Notify,?,?,?,code 6,Resolved by 216,24-03-2016 11:22,24-03-2016 11:26,02-04-2016 17:59,28-03-2016 17:28,102.1,4,3,1,2016-03,1
INC0011004,Active,0,0,0,true,Caller 1904,Opened by  180,Phone,Location 125,Category 51,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 64,Resolver 94,false,false,Do Not Notify,?,?,?,code 6,Resolved by 85,24-03-2016 11:23,24-03-2016 11:24,31-03-2016 06:59,26-03-2016 06:33,43.16666667,1,3,1,2016-03,1
INC0011005,Active,0,0,0,true,Caller 1904,Opened by  180,Phone,Location 125,Category 51,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 64,Resolver 94,false,false,Do Not Notify,?,?,?,code 6,Resolved by 85,24-03-2016 11:24,24-03-2016 11:24,31-03-2016 06:59,26-03-2016 06:31,43.11666667,1,3,1,2016-03,1
INC0011006,Active,0,0,0,true,Caller 1904,Opened by  180,Phone,Location 125,Category 51,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 64,Resolver 94,false,false,Do Not Notify,?,?,?,code 6,Resolved by 85,24-03-2016 11:24,24-03-2016 11:25,31-03-2016 06:59,26-03-2016 06:42,43.3,1,3,1,2016-03,1
INC0011007,Active,0,0,0,true,Caller 1904,Opened by  180,Phone,Location 125,Category 51,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 64,Resolver 94,false,false,Do Not Notify,?,?,?,code 6,Resolved by 85,24-03-2016 11:26,24-03-2016 11:26,31-03-2016 06:59,26-03-2016 06:33,43.11666667,1,3,1,2016-03,1
INC0011008,Active,0,0,0,true,Caller 1904,Opened by  180,Phone,Location 125,Category 51,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 64,Resolver 94,false,false,Do Not Notify,?,?,?,code 6,Resolved by 85,24-03-2016 11:26,24-03-2016 11:27,31-03-2016 06:59,26-03-2016 06:34,43.13333333,1,3,1,2016-03,1
INC0011009,New,0,0,0,true,Caller 1357,Opened by  390,Phone,Location 249,Category 32,Subcategory 9,Symptom 491,2 - Medium,2 - Medium,Group 70,?,false,false,Do Not Notify,?,?,?,code 9,Resolved by 133,24-03-2016 11:29,24-03-2016 11:29,05-04-2016 12:59,31-03-2016 12:15,168.7666667,7,3,1,2016-03,1
INC0011010,Active,0,0,0,true,Caller 1904,Opened by  180,Phone,Location 125,Category 51,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 64,Resolver 94,false,false,Do Not Notify,?,?,?,code 6,Resolved by 85,24-03-2016 11:29,24-03-2016 11:30,31-03-2016 06:59,26-03-2016 06:31,43.03333333,1,3,1,2016-03,1
INC0011011,Active,0,0,0,true,Caller 5524,Opened by  17,Phone,Location 204,Category 9,Subcategory 202,Symptom 70,2 - Medium,2 - Medium,Group 25,Resolver 57,false,false,Do Not Notify,?,?,?,code 6,Resolved by 53,24-03-2016 11:30,24-03-2016 11:49,03-04-2016 16:59,29-03-2016 16:01,124.5166667,5,3,1,2016-03,1
INC0011012,Active,0,0,0,true,Caller 971,Opened by  17,Phone,Location 51,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,?,Resolver 17,false,false,Do Not Notify,?,?,?,code 6,Resolved by 15,24-03-2016 11:31,24-03-2016 11:49,09-04-2016 16:59,04-04-2016 16:25,268.9,11,3,1,2016-03,1
INC0011013,New,0,0,0,true,Caller 4253,Opened by  390,Phone,Location 135,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 24,?,false,false,Do Not Notify,?,?,?,code 9,Resolved by 133,24-03-2016 11:31,24-03-2016 11:31,05-04-2016 12:59,31-03-2016 12:49,169.3,7,3,1,2016-03,1
INC0011014,Active,0,0,0,true,Caller 1904,Opened by  180,Phone,Location 125,Category 51,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 64,Resolver 94,false,false,Do Not Notify,?,?,?,code 6,Resolved by 85,24-03-2016 11:32,24-03-2016 11:32,31-03-2016 06:59,26-03-2016 06:34,43.03333333,1,3,1,2016-03,1
INC0011015,Active,0,0,0,true,Caller 251,Opened by  17,Phone,Location 204,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 70,Resolver 13,false,false,Do Not Notify,?,?,?,code 7,Resolved by 11,24-03-2016 11:32,24-03-2016 11:32,29-03-2016 11:59,24-03-2016 11:57,0.416666667,0,3,0,2016-03,1
INC0011016,New,0,0,0,true,Caller 3905,Opened by  501,Phone,Location 204,Category 42,Subcategory 223,Symptom 181,2 - Medium,2 - Medium,Group 70,Resolver 237,false,false,Do Not Notify,?,?,?,code 6,Resolved by 216,24-03-2016 11:34,24-03-2016 11:47,09-04-2016 10:59,04-04-2016 10:12,262.6333333,10,3,1,2016-03,1
INC0011017,New,0,0,0,true,Caller 1185,Opened by  131,Phone,Location 93,Category 46,Subcategory 150,Symptom 579,3 - Low,3 - Low,Group 10,Resolver 200,false,false,Do Not Notify,?,?,?,code 6,Resolved by 182,24-03-2016 11:38,24-03-2016 11:49,24-09-2016 12:00,19-09-2016 11:20,4295.7,178,4,1,2016-03,1
INC0011018,New,0,0,0,true,Caller 393,Opened by  390,Phone,Location 51,Category 19,Subcategory 163,Symptom 491,2 - Medium,2 - Medium,Group 72,?,false,false,Do Not Notify,?,?,?,code 5,Resolved by 111,24-03-2016 11:39,24-03-2016 11:39,23-04-2016 14:07,18-04-2016 14:06,602.45,25,3,1,2016-03,1
INC0011019,New,0,0,0,true,Caller 5466,Opened by  390,Phone,Location 204,Category 19,Subcategory 163,Symptom 454,2 - Medium,2 - Medium,Group 59,Resolver 137,false,false,Do Not Notify,?,?,?,code 6,Resolved by 123,24-03-2016 11:42,24-03-2016 11:46,29-03-2016 16:59,24-03-2016 16:45,5.05,0,3,0,2016-03,1
INC0011021,New,0,0,0,true,Caller 3892,Opened by  8,Phone,Location 204,Category 20,Subcategory 103,Symptom 517,2 - Medium,2 - Medium,Group 70,Resolver 227,false,false,Do Not Notify,?,?,?,code 6,Resolved by 206,24-03-2016 11:45,24-03-2016 11:54,29-03-2016 17:59,24-03-2016 17:08,5.383333333,0,3,0,2016-03,1
INC0011022,New,0,0,0,true,Caller 3905,Opened by  501,Phone,Location 204,Category 42,Subcategory 223,Symptom 181,2 - Medium,2 - Medium,Group 70,Resolver 237,false,false,Do Not Notify,?,?,?,code 6,Resolved by 216,24-03-2016 11:48,24-03-2016 11:51,03-04-2016 16:59,29-03-2016 16:58,125.1666667,5,3,1,2016-03,1
INC0011023,Active,0,0,0,true,Caller 1710,Opened by  17,Phone,Location 204,Category 57,Subcategory 146,Symptom 491,2 - Medium,2 - Medium,Group 58,Resolver 227,false,false,Do Not Notify,?,?,?,code 6,Resolved by 206,24-03-2016 11:50,24-03-2016 12:04,29-03-2016 16:59,24-03-2016 16:35,4.75,0,3,0,2016-03,1
INC0011026,New,0,0,0,true,Caller 972,Opened by  390,Phone,Location 143,Category 20,Subcategory 125,Symptom 491,2 - Medium,2 - Medium,Group 70,?,false,false,Do Not Notify,?,?,?,code 6,Resolved by 11,24-03-2016 11:52,24-03-2016 11:52,29-03-2016 18:59,24-03-2016 18:50,6.966666667,0,3,0,2016-03,1
INC0011029,New,0,0,0,true,Caller 1763,Opened by  390,Phone,Location 82,Category 22,Subcategory 277,Symptom 129,2 - Medium,2 - Medium,Group 75,Resolver 17,false,false,Do Not Notify,?,?,?,code 7,Resolved by 15,24-03-2016 11:53,24-03-2016 12:00,10-04-2016 12:59,05-04-2016 12:00,288.1166667,12,3,1,2016-03,1
INC0011030,New,0,0,0,true,Caller 972,Opened by  390,Phone,Location 143,Category 20,Subcategory 103,Symptom 387,2 - Medium,2 - Medium,Group 70,?,false,false,Do Not Notify,?,?,?,code 9,Resolved by 133,24-03-2016 11:55,24-03-2016 11:55,05-04-2016 12:59,31-03-2016 12:55,169,7,3,1,2016-03,1
INC0011031,Resolved,0,0,0,true,Caller 3038,Opened by  17,Phone,Location 204,Category 32,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 70,Resolver 13,false,false,Do Not Notify,?,?,?,code 7,Resolved by 11,24-03-2016 11:56,24-03-2016 11:56,29-03-2016 12:59,29-03-2016 12:59,121.05,5,3,1,2016-03,1
INC0011032,Resolved,0,0,0,true,Caller 4542,Opened by  17,Phone,Location 108,Category 26,Subcategory 175,?,2 - Medium,2 - Medium,Group 70,Resolver 13,false,false,Do Not Notify,?,?,?,code 9,Resolved by 11,24-03-2016 11:56,24-03-2016 11:56,29-03-2016 12:59,29-03-2016 12:59,121.05,5,3,1,2016-03,1
INC0011034,New,0,0,0,true,Caller 4528,Opened by  390,Phone,Location 13,Category 32,Subcategory 9,Symptom 491,2 - Medium,2 - Medium,Group 70,?,false,false,Do Not Notify,?,?,?,code 9,Resolved by 103,24-03-2016 11:59,24-03-2016 11:59,29-03-2016 14:59,24-03-2016 14:57,2.966666667,0,3,0,2016-03,1
INC0011037,New,0,0,0,true,Caller 1197,Opened by  17,Phone,Location 143,Category 26,Subcategory 175,Symptom 571,2 - Medium,2 - Medium,Group 70,Resolver 17,false,false,Do Not Notify,?,?,?,code 7,Resolved by 15,24-03-2016 12:04,24-03-2016 14:07,06-04-2016 16:59,01-04-2016 16:23,196.3166667,8,3,1,2016-03,1
INC0011038,Active,0,0,0,true,Caller 351,Opened by  24,Phone,Location 111,Category 3,Subcategory 177,?,2 - Medium,2 - Medium,?,Resolver 13,false,false,Do Not Notify,?,?,?,code 6,Resolved by 11,24-03-2016 12:04,24-03-2016 12:04,30-03-2016 09:59,25-03-2016 09:18,21.23333333,0,3,0,2016-03,1
INC0011039,New,0,0,0,true,Caller 3273,Opened by  390,Phone,Location 204,Category 32,Subcategory 9,Symptom 491,2 - Medium,2 - Medium,Group 70,?,false,false,Do Not Notify,?,?,?,code 9,Resolved by 103,24-03-2016 12:04,24-03-2016 12:04,29-03-2016 14:59,24-03-2016 14:43,2.65,0,3,0,2016-03,1
INC0011040,Resolved,0,0,0,true,Caller 1890,Opened by  17,Phone,Location 209,Category 46,Subcategory 174,?,2 - Medium,2 - Medium,Group 70,Resolver 13,false,false,Do Not Notify,?,?,?,code 9,Resolved by 11,24-03-2016 12:05,24-03-2016 12:05,29-03-2016 12:59,29-03-2016 12:59,120.9,5,3,1,2016-03,1
INC0011041,Active,0,0,0,true,Caller 4255,Opened by  17,Phone,Location 111,Category 61,Subcategory 36,Symptom 491,2 - Medium,2 - Medium,?,?,false,false,Do Not Notify,?,?,?,code 16,Resolved by 99,24-03-2016 12:05,24-03-2016 12:05,24-04-2016 10:07,19-04-2016 09:10,621.0833333,25,3,1,2016-03,1
INC0011043,New,0,0,0,true,Caller 351,Opened by  24,Phone,Location 204,Category 26,Subcategory 175,Symptom 491,2 - Medium,2 - Medium,Group 70,Resolver 229,false,false,Do Not Notify,?,?,?,code 6,Resolved by 208,24-03-2016 12:05,24-03-2016 12:10,11-04-2016 13:59,06-04-2016 13:08,313.05,13,3,1,2016-03,1
INC0011044,Resolved,0,0,0,true,Caller 4539,Opened by  500,Phone,Location 36,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,Group 70,Resolver 232,false,false,Do Not Notify,?,?,?,code 9,Resolved by 211,24-03-2016 12:06,24-03-2016 12:06,29-03-2016 12:59,29-03-2016 12:59,120.8833333,5,3,1,2016-03,1
INC0011045,Active,0,0,0,true,Caller 5124,Opened by  17,Phone,Location 161,Category 24,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 20,Resolver 89,false,false,Do Not Notify,?,?,?,code 6,Resolved by 81,24-03-2016 12:09,24-03-2016 12:19,03-04-2016 08:59,29-03-2016 08:34,116.4166667,4,3,1,2016-03,1
INC0011048,Resolved,0,0,0,true,Caller 3329,Opened by  108,Phone,Location 51,Category 20,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 70,Resolver 56,false,false,Do Not Notify,?,?,?,code 6,Resolved by 52,24-03-2016 12:10,24-03-2016 12:10,29-03-2016 12:59,29-03-2016 12:59,120.8166667,5,3,1,2016-03,1
INC0011050,Active,0,0,0,true,Caller 2269,Opened by  17,Phone,Location 36,Category 22,Subcategory 277,Symptom 129,2 - Medium,2 - Medium,Group 75,Resolver 31,false,false,Do Not Notify,?,?,?,code 6,Resolved by 30,24-03-2016 12:14,24-03-2016 12:25,12-04-2016 10:59,07-04-2016 10:35,334.35,13,3,1,2016-03,1
INC0011054,Active,0,0,0,true,Caller 4293,Opened by  386,Phone,Location 204,Category 20,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 70,Resolver 186,false,false,Do Not Notify,?,?,?,code 7,Resolved by 169,24-03-2016 12:18,24-03-2016 12:18,29-03-2016 13:59,24-03-2016 12:59,0.683333333,0,3,0,2016-03,1
INC0011057,Active,0,0,0,true,Caller 3957,Opened by  17,Phone,Location 204,Category 24,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 25,Resolver 227,false,false,Do Not Notify,?,?,?,code 6,Resolved by 206,24-03-2016 12:28,24-03-2016 12:45,03-04-2016 17:59,29-03-2016 17:53,125.4166667,5,3,1,2016-03,1
INC0011058,Resolved,0,0,0,true,Caller 808,Opened by  55,Phone,Location 143,Category 32,Subcategory 9,?,2 - Medium,2 - Medium,Group 70,Resolver 28,false,false,Do Not Notify,?,?,?,code 6,Resolved by 27,24-03-2016 12:29,24-03-2016 12:29,29-03-2016 12:59,29-03-2016 12:59,120.5,5,3,1,2016-03,1
INC0011061,Resolved,0,0,0,true,Caller 1175,Opened by  17,Phone,Location 204,Category 26,Subcategory 175,?,2 - Medium,2 - Medium,Group 70,Resolver 13,false,false,Do Not Notify,?,?,?,code 9,Resolved by 11,24-03-2016 12:33,24-03-2016 12:33,29-03-2016 12:59,29-03-2016 12:59,120.4333333,5,3,1,2016-03,1
INC0011062,Awaiting User Info,0,0,0,true,Caller 1792,Opened by  131,Phone,Location 70,Category 32,Subcategory 9,Symptom 491,3 - Low,3 - Low,Group 70,?,false,false,Do Not Notify,?,?,?,code 6,Resolved by 174,24-03-2016 12:34,24-03-2016 12:34,10-04-2016 02:59,05-04-2016 02:50,278.2666667,11,4,1,2016-03,1
INC0011063,Active,0,0,0,true,Caller 844,Opened by  17,Phone,Location 161,Category 53,Subcategory 130,Symptom 10,2 - Medium,2 - Medium,Group 76,?,false,false,Do Not Notify,?,?,?,code 9,Resolved by 133,24-03-2016 12:38,24-03-2016 12:38,06-04-2016 08:59,01-04-2016 08:46,188.1333333,7,3,1,2016-03,1
INC0011064,New,0,0,0,true,Caller 28,Opened by  17,Phone,Location 161,Category 53,Subcategory 113,Symptom 296,2 - Medium,2 - Medium,Group 66,?,false,false,Do Not Notify,?,?,?,code 5,Resolved by 184,24-03-2016 12:40,24-03-2016 12:40,29-03-2016 14:59,24-03-2016 14:49,2.15,0,3,0,2016-03,1
INC0011065,Active,0,0,0,true,Caller 5143,Opened by  500,Phone,Location 204,Category 26,Subcategory 164,Symptom 571,2 - Medium,2 - Medium,Group 70,Resolver 232,false,false,Do Not Notify,?,?,?,code 1,Resolved by 114,24-03-2016 12:42,24-03-2016 12:49,05-04-2016 17:59,31-03-2016 17:05,172.3833333,7,3,1,2016-03,1
INC0011066,Active,0,0,0,true,Caller 2938,Opened by  17,Phone,Location 70,Category 32,Subcategory 9,Symptom 491,2 - Medium,2 - Medium,Group 70,Resolver 187,false,false,Do Not Notify,?,?,?,code 6,Resolved by 170,24-03-2016 12:46,24-03-2016 13:02,30-03-2016 03:59,25-03-2016 03:39,14.88333333,0,3,0,2016-03,1
INC0011068,New,0,0,0,true,Caller 251,Opened by  108,Phone,Location 204,Category 53,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 54,Resolver 227,false,false,Do Not Notify,?,?,?,code 9,Resolved by 206,24-03-2016 12:50,24-03-2016 12:53,29-03-2016 16:59,24-03-2016 16:55,4.083333333,0,3,0,2016-03,1
INC0011069,Active,0,0,0,true,Caller 3248,Opened by  55,Phone,Location 96,Category 37,Subcategory 174,Symptom 491,2 - Medium,2 - Medium,Group 23,Resolver 69,false,false,Do Not Notify,?,?,?,code 6,Resolved by 62,24-03-2016 12:53,24-03-2016 13:36,02-04-2016 09:59,28-03-2016 09:55,93.03333333,3,3,1,2016-03,1
INC0011071,New,0,0,0,true,Caller 4312,Opened by  17,Phone,Location 204,Category 61,Subcategory 36,Symptom 458,2 - Medium,2 - Medium,?,?,false,false,Do Not Notify,?,?,?,code 6,Resolved by 180,24-03-2016 12:53,24-03-2016 12:53,03-04-2016 17:59,29-03-2016 17:08,124.25,5,3,1,2016-03,1
INC0011074,New,0,0,0,true,Caller 4797,Opened by  131,Phone,Location 204,Category 53,Subcategory 174,Symptom 491,3 - Low,3 - Low,Group 25,Resolver 227,false,false,Do Not Notify,?,?,?,code 6,Resolved by 206,24-03-2016 12:56,24-03-2016 13:19,03-04-2016 17:59,29-03-2016 17:56,125,5,4,1,2016-03,1
INC0011076,Resolved,0,0,0,true,Caller 2206,Opened by  17,Phone,Location 51,Category 42,Subcategory 223,Symptom 534,2 - Medium,2 - Medium,Group 70,Resolver 13,false,false,Do Not Notify,?,?,?,code 6,Resolved by 11,24-03-2016 13:01,24-03-2016 13:01,29-03-2016 13:59,29-03-2016 13:59,120.9666667,5,3,1,2016-03,1
